"Statistic Label","Quarter","State","UNIT","VALUE"
"Average age of mothers giving birth","1969Q4","State","Number",""
"Average age of mothers giving birth","1970Q1","State","Number",""
"Average age of mothers giving birth","1970Q2","State","Number",""
"Average age of mothers giving birth","1970Q3","State","Number",""
"Average age of mothers giving birth","1970Q4","State","Number",""
"Average age of mothers giving birth","1971Q1","State","Number",""
"Average age of mothers giving birth","1971Q2","State","Number",""
"Average age of mothers giving birth","1971Q3","State","Number",""
"Average age of mothers giving birth","1971Q4","State","Number",""
"Average age of mothers giving birth","1972Q1","State","Number",""
"Average age of mothers giving birth","1972Q2","State","Number",""
"Average age of mothers giving birth","1972Q3","State","Number",""
"Average age of mothers giving birth","1972Q4","State","Number",""
"Average age of mothers giving birth","1973Q1","State","Number",""
"Average age of mothers giving birth","1973Q2","State","Number",""
"Average age of mothers giving birth","1973Q3","State","Number",""
"Average age of mothers giving birth","1973Q4","State","Number",""
"Average age of mothers giving birth","1974Q1","State","Number",""
"Average age of mothers giving birth","1974Q2","State","Number",""
"Average age of mothers giving birth","1974Q3","State","Number",""
"Average age of mothers giving birth","1974Q4","State","Number",""
"Average age of mothers giving birth","1975Q1","State","Number",""
"Average age of mothers giving birth","1975Q2","State","Number",""
"Average age of mothers giving birth","1975Q3","State","Number",""
"Average age of mothers giving birth","1975Q4","State","Number",""
"Average age of mothers giving birth","1976Q1","State","Number",""
"Average age of mothers giving birth","1976Q2","State","Number",""
"Average age of mothers giving birth","1976Q3","State","Number",""
"Average age of mothers giving birth","1976Q4","State","Number",""
"Average age of mothers giving birth","1977Q1","State","Number",""
"Average age of mothers giving birth","1977Q2","State","Number",""
"Average age of mothers giving birth","1977Q3","State","Number",""
"Average age of mothers giving birth","1977Q4","State","Number",""
"Average age of mothers giving birth","1978Q1","State","Number",""
"Average age of mothers giving birth","1978Q2","State","Number",""
"Average age of mothers giving birth","1978Q3","State","Number",""
"Average age of mothers giving birth","1978Q4","State","Number",""
"Average age of mothers giving birth","1979Q1","State","Number",""
"Average age of mothers giving birth","1979Q2","State","Number",""
"Average age of mothers giving birth","1979Q3","State","Number",""
"Average age of mothers giving birth","1979Q4","State","Number",""
"Average age of mothers giving birth","1980Q1","State","Number",""
"Average age of mothers giving birth","1980Q2","State","Number",""
"Average age of mothers giving birth","1980Q3","State","Number",""
"Average age of mothers giving birth","1980Q4","State","Number",""
"Average age of mothers giving birth","1981Q1","State","Number",""
"Average age of mothers giving birth","1981Q2","State","Number",""
"Average age of mothers giving birth","1981Q3","State","Number",""
"Average age of mothers giving birth","1981Q4","State","Number",""
"Average age of mothers giving birth","1982Q1","State","Number",""
"Average age of mothers giving birth","1982Q2","State","Number",""
"Average age of mothers giving birth","1982Q3","State","Number",""
"Average age of mothers giving birth","1982Q4","State","Number",""
"Average age of mothers giving birth","1983Q1","State","Number",""
"Average age of mothers giving birth","1983Q2","State","Number",""
"Average age of mothers giving birth","1983Q3","State","Number",""
"Average age of mothers giving birth","1983Q4","State","Number",""
"Average age of mothers giving birth","1984Q1","State","Number",""
"Average age of mothers giving birth","1984Q2","State","Number",""
"Average age of mothers giving birth","1984Q3","State","Number",""
"Average age of mothers giving birth","1984Q4","State","Number",""
"Average age of mothers giving birth","1985Q1","State","Number",""
"Average age of mothers giving birth","1985Q2","State","Number",""
"Average age of mothers giving birth","1985Q3","State","Number",""
"Average age of mothers giving birth","1985Q4","State","Number",""
"Average age of mothers giving birth","1986Q1","State","Number",""
"Average age of mothers giving birth","1986Q2","State","Number",""
"Average age of mothers giving birth","1986Q3","State","Number",""
"Average age of mothers giving birth","1986Q4","State","Number",""
"Average age of mothers giving birth","1987Q1","State","Number",""
"Average age of mothers giving birth","1987Q2","State","Number",""
"Average age of mothers giving birth","1987Q3","State","Number",""
"Average age of mothers giving birth","1987Q4","State","Number",""
"Average age of mothers giving birth","1988Q1","State","Number",""
"Average age of mothers giving birth","1988Q2","State","Number",""
"Average age of mothers giving birth","1988Q3","State","Number",""
"Average age of mothers giving birth","1988Q4","State","Number",""
"Average age of mothers giving birth","1989Q1","State","Number",""
"Average age of mothers giving birth","1989Q2","State","Number",""
"Average age of mothers giving birth","1989Q3","State","Number",""
"Average age of mothers giving birth","1989Q4","State","Number",""
"Average age of mothers giving birth","1990Q1","State","Number",""
"Average age of mothers giving birth","1990Q2","State","Number",""
"Average age of mothers giving birth","1990Q3","State","Number",""
"Average age of mothers giving birth","1990Q4","State","Number",""
"Average age of mothers giving birth","1991Q1","State","Number",""
"Average age of mothers giving birth","1991Q2","State","Number",""
"Average age of mothers giving birth","1991Q3","State","Number",""
"Average age of mothers giving birth","1991Q4","State","Number",""
"Average age of mothers giving birth","1992Q1","State","Number",""
"Average age of mothers giving birth","1992Q2","State","Number",""
"Average age of mothers giving birth","1992Q3","State","Number",""
"Average age of mothers giving birth","1992Q4","State","Number",""
"Average age of mothers giving birth","1993Q1","State","Number",""
"Average age of mothers giving birth","1993Q2","State","Number",""
"Average age of mothers giving birth","1993Q3","State","Number",""
"Average age of mothers giving birth","1993Q4","State","Number",""
"Average age of mothers giving birth","1994Q1","State","Number",""
"Average age of mothers giving birth","1994Q2","State","Number",""
